# SYNTHETIC NAVIGATION - NOT REAL SURVEY POSITIONS.
# The source imagery ships without navigation data. This track
# exists only to exercise the geolocation maths on a known
# geometry. Do not treat the resulting coordinates as real.
ping,lat,lon,heading,altitude
626,12.92078209,80.34032419,22.0,11.0
627,12.92078334,80.34032471,22.0,11.0
628,12.92078459,80.34032523,22.0,11.0
629,12.92078584,80.34032575,22.0,11.0
630,12.92078709,80.34032627,22.0,11.0
631,12.92078834,80.34032678,22.0,11.0
632,12.92078959,80.3403273,22.0,11.0
633,12.92079084,80.34032782,22.0,11.0
634,12.92079209,80.34032834,22.0,11.0
635,12.92079334,80.34032885,22.0,11.0
636,12.92079459,80.34032937,22.0,11.0
637,12.92079584,80.34032989,22.0,11.0
638,12.92079708,80.34033041,22.0,11.0
639,12.92079833,80.34033093,22.0,11.0
